AccountID,AccountName,AccountType,Industry,ParentAccountID,City,State,Website,GSTIN,DUNS,ParentDUNS,KN_Designation,EstimatedFleetSize,OwnerUserID,CreatedOn
ACC-02245,Tulasi Rent-a-Car Pvt Ltd,Car Rental & Self-Drive,Rental,,Bengaluru,Karnataka,tulasirentacar.co.in,,,,,72,USR-206,2020-11-01 17:07:35
ACC-02246,Nakshatra Developers Pvt Ltd,Corporate (Staff & Executive Cars),Construction,,Shivamogga,Karnataka,nakshatradevelopers.in,29JFJCN6745A1ZT,108669186,,,23,USR-208,2020-06-23 22:16:06
ACC-02247,Sapphire Engineering Works Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,BLR,Karnataka,sapphireengineeringwor.in,29BFXCS7831W1ZC,,,,34,USR-211,2024-11-29 23:31:42
ACC-02248,Silicon Hotels & Resorts LLP,Hotels & Travel,Hospitality,,Mysuru,Karnataka,siliconhotelsresorts.in,29KICFS5132V1ZN,,,,4,USR-204,2025-10-11 15:37:02
ACC-02249,Bharath Retail Pvt Ltd,Corporate (Staff & Executive Cars),Retail,,Bengaluru,Karnataka,bharathretail.com,29AUWCB6177I1ZN,433331611,,,11,USR-214,2025-11-15 03:09:28
ACC-02250,Evergreen Cab Services,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,evergreencabservices.com,29YHEPE9483B1ZM,,,,11,USR-214,2026-08-14 00:22:48
ACC-02251,Sharada Cab Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,sharadacabservices.in,29CSSCS2032G1Z3,,,,39,USR-211,2023-07-31 07:00:43
ACC-02252,Elite Healthcare Products Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Hubballi,Karnataka,elitehealthcareproduct.com,29JOOCE1450N1Z3,662347898,,,51,USR-208,2019-08-23 12:43:29
ACC-02253,Chandra Car Hire,Car Rental & Self-Drive,Automotive Rental,,Bangalore,Karnataka,chandracarhire.in,29VBIPC7621E1Z9,,,,33,USR-208,2024-10-23 03:52:13
ACC-02254,Annapoorna Car Rentals,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,annapoornacarrentals.in,29RECPA0930E1ZP,394362623,,,22,USR-216,2024-05-23 06:18:14
ACC-02255,Sri Lakshmi Life Sciences Pvt Ltd,Corporate (Staff & Executive Cars),Pharma,,Hubballi,Karnataka,srilakshmilifesciences.com,29WKKCS0131R1ZO,,,,7,USR-214,2022-07-27 12:46:07
ACC-02256,Mahalakshmi Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bangalore,Karnataka,mahalakshmidigitalsyst.com,29GGFCM2866U1ZW,,,,11,USR-209,2022-04-15 09:27:25
ACC-02257,Karavali Travels,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,karavalitravels.co.in,29YRMPK0410D1ZI,,,,20,USR-211,2024-11-12 03:16:09
ACC-02258,Brindavan Institute of Technology Pvt Ltd,Hospitals & Education,Education,,Bengaluru,Karnataka,brindavaninstituteofte.in,29AHKCB6551P1ZI,,,,10,USR-216,2026-09-08 15:46:11
ACC-02259,Rapid Life Sciences Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Davanagere,Karnataka,rapidlifesciences.in,29MQFCR8518K1ZJ,865453694,,,20,USR-207,2020-05-05 17:14:15
ACC-02260,Vasudha Cab Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,vasudhacabservices.in,29FPMCV3862X1ZU,729118839,,,18,USR-206,2026-09-16 11:18:47
ACC-02261,Urbanline Travels,Cab Fleet Operator,Transportation Services,,Mangaluru,Karnataka,urbanlinetravels.com,29XYEPU6656G1Z5,,,,48,USR-206,2025-01-04 18:56:44
ACC-02262,Ujwal Leasing Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Shivamogga,Karnataka,ujwalleasing.com,29FFQCU3332Q1Z1,890159378,,,353,USR-213,2021-01-03 02:19:54
ACC-02263,Brindavan Public School Pvt Ltd,Hospitals & Education,Education,,Bengaluru,Karnataka,brindavanpublicschool.in,29FUHCB8502J1Z6,,,,11,USR-208,2026-09-21 03:09:53
ACC-02264,Aadhya Staff Transport Services LLP,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,aadhyastafftransportse.com,29LDBFA8204J1Z1,,,,173,USR-206,2020-05-26 02:50:01
ACC-02265,Garden City Technologies Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Hubballi,Karnataka,gardencitytechnologies.co.in,,,,,10,USR-212,2019-07-25 04:19:51
ACC-02266,Greenline Travels Pvt Ltd,Cab Fleet Operator,Transportation Services,,Tumakuru,Karnataka,greenlinetravels.com,29WXDCG9643Q1ZS,,,,56,USR-214,2019-11-19 00:06:17
ACC-02267,Zenith Car Subscription Services Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Bengaluru,Karnataka,zenithcarsubscriptions.co.in,,505973026,,,1008,USR-210,2021-10-20 20:10:29
ACC-02268,Amrutha Cabs Pvt Ltd,Cab Fleet Operator,Transportation Services,,Hubballi,Karnataka,amruthacabs.in,29MQDCA9783J1ZR,,,Key,25,USR-198,2021-11-08 22:25:02
ACC-02269,Sharada Medical Trust,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,sharadamedicaltrust.com,29WGETS5168S1ZF,,,,15,USR-212,2021-09-18 22:37:14
ACC-02270,Annapoorna Travels Pvt Ltd,Cab Fleet Operator,Transportation Services,,Belagavi,Karnataka,annapoornatravels.co.in,29PFPCA5676S1ZP,,,Named,20,USR-211,2025-03-21 04:48:58
ACC-02271,Annapoorna Credit Services Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Hubballi,Karnataka,annapoornacreditservic.co.in,,932243023,,,12,USR-216,2019-03-21 13:47:53
ACC-02272,Heritage Fleet Leasing Ltd,Leasing & Subscription,Banking & Financial Services,,Udupi,Karnataka,heritagefleetleasinglt.com,29XIUCH1901S1ZM,158260474,,,316,USR-207,2019-09-14 14:49:51
ACC-02273,Trishul Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),IT Services,,Bengaluru,Karnataka,trishuldigitalsystems.co.in,29HOSCT4602V1Z6,245167802,,,97,USR-216,2020-09-28 18:42:59
ACC-02274,Maruthi Nagar Taxi Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Udupi,Karnataka,maruthinagartaxiservic.co.in,29ORCCM7648Z1ZO,,,,18,USR-206,2026-03-13 03:11:54
ACC-02275,Nandi Diagnostics,Hospitals & Education,Healthcare,,Mysuru,Karnataka,nandidiagnostics.in,29WJVTN2704H1ZZ,,,,3,USR-216,2019-12-29 00:43:06
ACC-02276,Airavata Fleet Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,airavatafleetservices.com,29HQNCA3377Z1Z4,,,,32,USR-211,2025-03-18 17:54:07
ACC-02277,Karavali Taxi Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,karavalitaxiservices.in,29YYBCK1084A1ZW,,,,66,USR-214,2026-09-19 10:11:59
ACC-02278,Amrutha Travels,Cab Fleet Operator,Transport,,Mysuru,Karnataka,amruthatravels.in,29TVCPA5107K1Z8,,,Named,37,USR-216,2022-01-31 02:34:29
ACC-02279,Kaveri Life Sciences Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Hubballi,Karnataka,kaverilifesciences.in,29TQTCK2970B1ZS,,,,9,USR-216,2024-07-05 21:03:27
ACC-02280,Sai Krupa Staff Transport Services Pvt Ltd,Employee Transport Services,Transportation Services,,Mysuru,Karnataka,saikrupastafftransport.co.in,,130749104,,,161,USR-216,2024-12-11 04:43:12
ACC-02281,Vishwa Car Rentals LLP,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,vishwacarrentals.in,29HZWFV8857N1ZZ,,,,103,USR-208,2019-12-01 21:24:40
ACC-02282,Akshaya Travels Pvt Ltd,Cab Fleet Operator,Transportation Services,,Shivamogga,Karnataka,akshayatravels.in,29DCYCA9163N1ZA,,,,63,USR-208,2025-07-10 15:56:35
ACC-02283,Greenline Hospitality Services,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,greenlinehospitalityse.com,29EZRPG4069M1ZF,,,,13,USR-203,2023-01-11 20:36:43
ACC-02284,Sanjeevini Polymers LLP,Corporate (Staff & Executive Cars),Manufacturing,,Bengaluru,Karnataka,sanjeevinipolymers.co.in,29KVLFS6116K1Z8,,,,16,USR-208,2021-08-06 17:17:26
ACC-02285,Anugraha Infotech LLP,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,anugrahainfotech.in,29KJKFA3504T1Z3,891786568,,,7,USR-214,2025-10-21 23:07:56
ACC-02286,Tulasi Infra Projects Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Bengaluru,Karnataka,tulasiinfraprojects.com,29QVKCT1460M1Z7,,,Key,16,USR-199,2026-03-13 23:47:48
ACC-02287,Sai Krupa Capital Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Mysuru,Karnataka,saikrupacapitalltd.com,,880529414,,,39,USR-204,2022-06-02 08:58:55
ACC-02288,Sahyadri Cabs Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,sahyadricabs.com,,,,,25,USR-206,2025-04-22 03:59:36
ACC-02289,Zenith Taxi Services,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,zenithtaxiservices.co.in,29GHBPZ1042S1ZG,,,,15,USR-209,2026-05-12 02:59:43
ACC-02290,Nandi Cabs Pvt Ltd,Cab Fleet Operator,Transportation Services,,Mysore,Karnataka,nandicabs.co.in,29XRECN3941A1Z3,,,Key,28,USR-197,2021-07-28 16:16:38
ACC-02291,Anugraha Finance Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,anugrahafinance.co.in,,509192497,,,11,USR-216,2026-05-12 21:28:31
ACC-02292,Crescent Rent-a-Car,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,crescentrentacar.co.in,29ZAPPC9571H1ZH,603749611,,Named,11,USR-214,2019-06-10 10:10:08
ACC-02293,Sapphire Employee Transport Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Mysuru,Karnataka,sapphireemployeetransp.in,29JIRCS1127K1Z6,,,,24,USR-212,2019-05-16 03:52:52
ACC-02294,Vega Staff Transport Services Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,vegastafftransportserv.co.in,29TFQCV6300H1Z7,,,,106,USR-214,2022-09-26 15:28:59
ACC-02295,Chandra Cabs Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,chandracabs.co.in,29ODYCC4694Z1Z5,,,Named,13,USR-206,2020-07-10 16:28:12
ACC-02296,Navya Fleet Leasing Ltd,Leasing & Subscription,Banking & Financial Services,,Bengaluru,Karnataka,navyafleetleasingltd.com,29RLUCN5003T1ZD,867948229,,Named,159,USR-203,2024-07-31 04:21:44
ACC-02297,Sanjeevini Cabs,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,sanjeevinicabs.in,29JOVPS6517Q1ZB,,,,9,USR-204,2024-05-02 05:13:02
ACC-02298,Netravati Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,netravatiinfotech.in,29XEGCN6559X1Z5,474848526,,,81,USR-204,2026-04-12 11:05:38
ACC-02299,Annapoorna Technologies Ltd,Corporate (Staff & Executive Cars),I.T.,,Bengaluru,Karnataka,annapoornatechnologies.in,29TFQCA6662I1Z8,502901492,,Named,11,USR-209,2021-06-05 03:19:41
ACC-02300,Anugraha Car Hire LLP,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,anugrahacarhire.co.in,29VBEFA5292N1ZA,,,,24,USR-204,2019-09-01 04:05:14
ACC-02301,Shubham Tours & Travels,Cab Fleet Operator,Transportation Services,,Hubballi,Karnataka,shubhamtourstravels.co.in,29BZHPS2831G1Z3,,,Named,19,USR-212,2019-04-23 17:10:51
ACC-02302,Sapphire Traders LLP,Corporate (Staff & Executive Cars),Retail,,Bengaluru,Karnataka,sapphiretraders.co.in,29FJKFS9731H1ZY,,,,29,USR-214,2025-04-26 01:27:15
ACC-02303,Namma Constructions Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Mysuru,Karnataka,nammaconstructions.co.in,,772630036,,Named,9,USR-214,2018-10-20 21:18:50
ACC-02304,Sai Krupa Taxi Services,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,saikrupataxiservices.co.in,29LUZPS1951A1ZU,,,,47,USR-206,2025-09-01 13:40:53
ACC-02305,Sharada Travels LLP,Cab Fleet Operator,Transportation Services,,Shivamogga,Karnataka,sharadatravels.com,29KQXFS9281Q1ZE,748648220,,Named,10,USR-214,2025-12-30 10:27:56
ACC-02306,Sharavathi Self Drive Cars LLP,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,sharavathiselfdrivecar.in,29GLZFS8380D1ZJ,,,,12,USR-204,2025-10-04 07:41:50
ACC-02307,Vega Tours & Travels,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,vegatourstravels.in,29MQSPV5399C1ZJ,,,,48,USR-202,2025-08-29 03:02:44
ACC-02308,Sahyadri Employee Transport Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,sahyadriemployeetransp.co.in,29OMBCS6784Y1ZS,818318044,,,35,USR-211,2020-05-18 21:27:28
ACC-02309,Netravati Employee Transport Solutions Pvt Ltd,Employee Transport Services,Transportation Services,,Mangaluru,Karnataka,netravatiemployeetrans.co.in,29IGOCN2985B1ZJ,,,,97,USR-211,2022-04-28 23:07:20
ACC-02310,Bharath Infra Projects LLP,Corporate (Staff & Executive Cars),Construction & Real Estate,,Bengaluru,Karnataka,bharathinfraprojects.in,29OESFB5957E1ZB,600996320,,Named,26,USR-214,2023-05-10 02:35:14
ACC-02311,Orbit Life Sciences Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Mysuru,Karnataka,orbitlifesciencesltd.in,29USLCO6668L1ZV,,,Named,61,USR-211,2023-03-11 06:55:01
ACC-02312,Chandra Life Sciences Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Mangaluru,Karnataka,chandralifesciences.com,29HSOCC8962K1ZI,,,,12,USR-208,2021-01-29 18:54:18
ACC-02313,Pragati Resorts,Hotels & Travel,Hospitality,,Belagavi,Karnataka,pragatiresorts.in,29EAKPP3263Q1ZQ,,,,5,USR-208,2024-12-10 04:53:48
ACC-02314,Vasudha Industries Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Bengaluru,Karnataka,vasudhaindustries.in,29VBHCV1235L1ZD,379294022,,,18,USR-211,2020-04-14 14:40:17
ACC-02315,Metro Developers Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Davanagere,Karnataka,metrodevelopers.in,29DEXCM8571W1ZB,,,,4,USR-216,2026-04-10 15:15:45
ACC-02316,Hampi Commute Solutions LLP,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,hampicommutesolutions.in,29EERFH1853V1ZU,979283164,,Named,106,USR-208,2026-06-06 18:06:15
ACC-02317,Anugraha Car Rentals Pvt Ltd,Car Rental & Self-Drive,Automotive Rental,,Mangaluru,Karnataka,anugrahacarrentals.com,29BLCCA6070X1Z3,,,Named,257,USR-208,2021-12-08 19:33:48
ACC-02318,Mahalakshmi Hotels & Resorts Pvt Ltd,Hotels & Travel,Hotels,,Hubballi,Karnataka,mahalakshmihotelsresor.co.in,29QVDCM6575J1Z9,,,Key,9,USR-197,2026-01-30 09:23:29
ACC-02319,Police Motor Transport Unit - Gadag,Government / PSU,Government,,Bengaluru,Karnataka,,29DTDGP7497W1ZI,,,,21,USR-201,2019-04-08 05:23:10
ACC-02320,Vasudha Infotech LLP,Corporate (Staff & Executive Cars),Information Technology,,Mangaluru,Karnataka,vasudhainfotech.in,,850637735,,,20,USR-211,2019-09-13 08:56:38
ACC-02321,District Health Office - Bengaluru Urban,Government / PSU,Government,,Belagavi,Karnataka,,29LDXGD8296D1Z3,,,,23,USR-202,2025-10-31 00:33:31
ACC-02322,Skyline Cabs Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,skylinecabs.co.in,29CKICS9668L1ZM,,,,5,USR-202,2022-12-15 18:30:47
ACC-02323,Lotus Multispeciality Hospital Pvt Ltd,Hospitals & Education,Healthcare,,Tumakuru,Karnataka,lotusmultispecialityho.in,,,,,10,USR-208,2024-10-07 21:43:12
ACC-02324,Airavata Corporate Mobility LLP,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,airavatacorporatemobil.com,29WNKFA7899I1Z7,596019548,,,415,USR-211,2026-07-28 16:16:42
ACC-02325,Suvarna Polymers Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Tumakuru,Karnataka,suvarnapolymers.in,29LUWCS9872S1Z3,858279718,,,11,USR-209,2020-02-26 08:51:50
ACC-02326,Chamundi Self Drive Cars Pvt Ltd,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,chamundiselfdrivecars.co.in,29TNDCC4511K1ZE,,,,54,USR-216,2018-12-23 22:34:34
ACC-02327,District Health Office - Shivamogga,Government / PSU,Government,,Bengaluru,Karnataka,,29CQGGD8767X1ZX,,,,19,USR-216,2025-11-15 00:55:17
ACC-02328,Zenith Multispeciality Hospital,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,zenithmultispecialityh.co.in,29STRTZ0340S1ZS,643940548,,,3,USR-206,2022-09-27 04:18:47
ACC-02329,Swift Tours & Travels,Cab Fleet Operator,Transportation Services,,Belagavi,Karnataka,swifttourstravels.co.in,,,,,39,USR-208,2025-04-29 06:00:54
ACC-02330,Rapid Hospitality Services Pvt Ltd,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,rapidhospitalityservic.in,,,,,21,USR-206,2025-05-23 08:39:09
ACC-02331,Nandi Employee Transport Solutions Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,nandiemployeetransport.co.in,29XHZCN5167A1ZX,919094859,,,90,USR-209,2026-07-05 13:11:04
ACC-02332,Srinidhi Medical Trust,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,srinidhimedicaltrust.in,29BSETS4995E1ZV,486258308,,,6,USR-209,2026-01-19 07:47:28
ACC-02333,Tulasi Mobility Services Ltd,Employee Transport Services,Transportation Services,,Bengaluru ,Karnataka,tulasimobilityservices.in,29OUBCT0503C1ZF,407135816,,,57,USR-213,2019-09-01 17:06:00
ACC-02334,Public Works Division - Mysuru,Government / PSU,Government,,Mangalore,Karnataka,,29JWNGP6482V1Z7,,,,25,USR-205,2024-05-18 07:30:00
ACC-02335,Greenline Hospital,Hospitals & Education,Healthcare,,Bengaluru ,Karnataka,greenlinehospital.in,29GQJTG2176G1ZC,,,Named,11,USR-211,2026-08-16 13:59:18
ACC-02336,Silicon Fleet Services,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,siliconfleetservices.in,29RMNPS7670M1ZF,,,Named,8,USR-202,2026-01-05 06:03:39
ACC-02337,Skyline Mobility Services Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,skylinemobilityservice.com,29AOPCS3417D1ZF,685045645,,,100,USR-205,2025-05-02 17:46:33
ACC-02338,Sharada Tours & Travels Pvt Ltd,Cab Fleet Operator,Transportation Services,,Hubballi,Karnataka,sharadatourstravels.co.in,29GMRCS8164J1ZK,,,,13,USR-202,2024-03-26 14:47:25
ACC-02339,Netravati Hotels & Resorts Pvt Ltd,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,netravatihotelsresorts.in,29LMECN7367T1ZA,593928098,,,17,USR-210,2019-07-21 12:23:51
ACC-02340,Airavata Corporate Mobility Pvt Ltd,Employee Transport Services,Transportation Services,,Hubballi,Karnataka,airavatacorporatemobil.in,29RBMCA3105H1Z9,927300219,,,72,USR-204,2019-03-22 15:21:58
ACC-02341,Horizon College,Hospitals & Education,Educational Institution,,Belagavi,Karnataka,horizoncollege.com,29SORTH6793T1ZP,656063248,,,7,USR-216,2022-07-07 04:47:21
ACC-02342,Sterling Mobility Services Pvt Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,sterlingmobilityservic.com,29TIACS4820A1ZS,,,,209,USR-214,2023-04-13 14:22:25
ACC-02343,Sharada Credit Services Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,sharadacreditservices.com,29GEECS0271P1ZI,,,,6,USR-210,2021-08-26 13:49:25
ACC-02344,Forest Division Office - Chamarajanagar,Government / PSU,Government,,Bengaluru,Karnataka,,29DEJGF0439O1ZL,,,,16,USR-208,2026-07-13 02:21:23
ACC-02345,Suvarna Finance Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,suvarnafinanceltd.com,29RTQCS1978P1ZK,,,,7,USR-203,2020-07-11 01:30:18
ACC-02346,Akshaya Taxi Services,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,akshayataxiservices.co.in,29GRMPA8793X1Z3,,,,14,USR-216,2021-04-06 09:53:54
ACC-02347,Unity Industries Pvt Ltd,Corporate (Staff & Executive Cars),,,Bengaluru,Karnataka,unityindustries.co.in,29GHVCU0651N1ZX,286919953,,,10,USR-206,2025-07-18 04:42:48
ACC-02348,Sapphire Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Mangaluru,Karnataka,sapphiredigitalsystems.in,29EGZCS4292U1Z8,701750842,,,18,USR-202,2021-03-01 08:10:46
ACC-02349,Public Works Division - Dharwad,Government / PSU,Government,,Mangaluru,Karnataka,,29UMEGP4902N1ZK,,,,57,USR-207,2018-11-27 10:13:57
ACC-02350,Silicon Hotels & Resorts,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,siliconhotelsresorts.co.in,29XXCPS4265P1ZZ,,,,27,USR-202,2026-06-28 14:58:09
ACC-02351,Deccan Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Mangalore,Karnataka,deccaninfotech.in,29OBRCD1485Q1Z6,210230482,,,9,USR-213,2023-01-13 13:03:43
ACC-02352,Royal Software Solutions LLP,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,royalsoftwaresolutions.in,,950896437,,,10,USR-207,2022-11-18 23:10:13
ACC-02353,Srinidhi Developers Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Belagavi,Karnataka,srinidhidevelopers.co.in,29MCPCS4633J1ZB,261252517,,,26,USR-206,2026-06-24 10:44:58
ACC-02354,Aadhya Tours & Travels Pvt Ltd,Cab Fleet Operator,Transportation Services,,Mangalore,Karnataka,aadhyatourstravels.com,29PIHCA5880W1ZK,,,,45,USR-205,2019-10-26 20:42:48
ACC-02355,Sri Ganesh Builders Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Tumakuru,Karnataka,sriganeshbuilders.co.in,29YWUCS5946J1ZF,,,,35,USR-208,2025-04-08 13:01:08
ACC-02356,Trishul Hotels & Resorts LLP,Hotels & Travel,Hospitality,,Bengaluru,Karnataka,trishulhotelsresorts.in,29KPDFT9458S1ZS,888985953,,,5,USR-202,2026-09-02 01:46:42
ACC-02357,Omkar Life Sciences LLP,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,omkarlifesciences.co.in,29RQHFO8458X1ZC,955659337,,,13,USR-204,2019-09-07 20:58:45
ACC-02358,Bluechip Fleet Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Hubballi,Karnataka,bluechipfleetservices.in,29AWECB7672G1Z4,,,,69,USR-206,2025-06-17 11:47:56
ACC-02359,Sharavathi Industries Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Bengaluru,Karnataka,sharavathiindustrieslt.in,29TNACS8804U1Z5,627679604,,,36,USR-205,2022-10-21 23:23:50
ACC-02360,Heritage Life Sciences Pvt Ltd,Corporate (Staff & Executive Cars),Pharmaceuticals,,Bengaluru,Karnataka,heritagelifesciences.com,29MDGCH3561I1ZU,488722321,,,7,USR-202,2025-10-07 12:38:40
ACC-02361,Tulasi Digital Systems Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Shivamogga,Karnataka,tulasidigitalsystems.co.in,29BRBCT7391P1ZF,525124959,,Named,6,USR-206,2024-08-31 03:47:23
ACC-02362,Annapoorna Commute Solutions LLP,Employee Transport Services,Transportation Services,,Mysuru,Karnataka,annapoornacommutesolut.in,29SEYFA2863N1ZS,,,,83,USR-208,2020-02-07 05:41:00
ACC-02363,Unity Finance Pvt Ltd,Corporate (Staff & Executive Cars),Banking & Financial Services,,Bengaluru,Karnataka,unityfinance.co.in,29FYDCU9181D1ZJ,335850782,,,26,USR-216,2020-06-25 18:12:57
ACC-02364,Brindavan Staff Transport Services Ltd,Employee Transport Services,Transportation Services,,Bengaluru,Karnataka,brindavanstafftranspor.in,,705347858,,,63,USR-216,2023-07-25 14:26:59
ACC-02365,Amrutha Medical Trust,Hospitals & Education,Healthcare,,Bengaluru,Karnataka,amruthamedicaltrust.com,29CDETA4071A1ZW,830513197,,,6,USR-216,2026-09-04 08:32:03
ACC-02366,Metro Car Hire Pvt Ltd,Car Rental & Self-Drive,,,Davangere,Karnataka,metrocarhire.in,29JAGCM2728A1ZG,,,,61,USR-204,2023-02-15 22:00:23
ACC-02367,Horizon Constructions Pvt Ltd,Corporate (Staff & Executive Cars),Construction & Real Estate,,Bengaluru,Karnataka,horizonconstructions.in,29ZXYCH5611Y1Z3,,,,8,USR-211,2026-08-20 20:14:43
ACC-02368,Sapphire Taxi Services Pvt Ltd,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,sapphiretaxiservices.in,,,,,71,USR-202,2025-03-31 00:27:20
ACC-02369,Vasudha Travels LLP,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,vasudhatravels.co.in,29VBLFV5359A1Z9,,,,10,USR-202,2024-08-13 18:26:17
ACC-02370,Maruthi Nagar Fleet Leasing Pvt Ltd,Leasing & Subscription,Banking & Financial Services,,Bengaluru,Karnataka,maruthinagarfleetleasi.com,29GJSCM6399M1ZG,856886155,,,123,USR-202,2026-05-15 12:26:55
ACC-02371,Rapid Self Drive Cars Pvt Ltd,Car Rental & Self-Drive,Automotive Rental,,Bengaluru,Karnataka,rapidselfdrivecars.co.in,29UFNCR3628T1ZF,,,,45,USR-215,2021-02-13 14:41:29
ACC-02372,Vishwa Polymers Pvt Ltd,Corporate (Staff & Executive Cars),Manufacturing,,Mangaluru,Karnataka,vishwapolymers.co.in,29GJDCV9686K1ZM,271410570,,,31,USR-206,2019-08-01 06:55:50
ACC-02373,Kodagu Hospital,Hospitals & Education,Healthcare,,Bangalore,Karnataka,kodaguhospital.com,29FHVTK9605K1Z3,647788566,,,10,USR-204,2026-06-05 18:17:52
ACC-02374,Bluechip Infotech Pvt Ltd,Corporate (Staff & Executive Cars),Information Technology,,Bengaluru,Karnataka,bluechipinfotech.com,29KKACB8744G1ZN,,,,21,USR-202,2026-08-11 00:24:13
ACC-02375,Kadamba Cabs,Cab Fleet Operator,Transportation Services,,Bengaluru,Karnataka,kadambacabs.in,29IGSPK2394P1Z3,,,,13,USR-202,2026-07-04 23:59:52
ACC-02376,Evergreen Commute Solutions Ltd,Employee Transport Services,Transport,,Bengaluru,Karnataka,evergreencommutesoluti.co.in,29NMXCE6036R1ZE,506004626,,,90,USR-202,2026-09-14 13:14:26
