LineID,OpportunityID,ProductID,Quantity,UnitPriceINR,DiscountPct,LineValueINR
OPL-0026792,OPP-026448,PRD10,1,1325400,4.04,1271874
OPL-0026793,OPP-026449,PRD01,1,580500,4.7,553219
OPL-0026794,OPP-026450,PRD03,1,909500,3.25,879934
OPL-0026795,OPP-026451,PRD09,1,924100,3.86,888474
OPL-0026796,OPP-026452,PRD18,1,1889500,3.27,1827663
OPL-0026797,OPP-026453,PRD12,1,921900,4.38,881550
OPL-0026798,OPP-026454,PRD06,1,1464600,3.78,1409235
OPL-0026799,OPP-026455,PRD08,1,745800,1.69,733226
OPL-0026800,OPP-026456,PRD12,1,840300,4.57,801890
OPL-0026801,OPP-026457,PRD01,1,617100,5.2,584992
OPL-0026802,OPP-026458,PRD08,1,641000,4.8,610231
OPL-0026803,OPP-026459,PRD14,1,1357500,5.29,1285753
OPL-0026804,OPP-026460,PRD21,1,2004800,2.58,1953052
OPL-0026805,OPP-026461,PRD08,1,751700,1.99,736721
OPL-0026806,OPP-026462,PRD03,1,920600,1.77,904313
OPL-0026807,OPP-026463,PRD10,1,1327100,3.88,1275554
OPL-0026808,OPP-026464,PRD21,1,1643100,4.61,1567427
OPL-0026809,OPP-026465,PRD08,1,742400,3.17,718886
OPL-0026810,OPP-026466,PRD10,3,1148500,8.65,3147477
OPL-0026811,OPP-026467,PRD11,1,853900,4.44,816025
OPL-0026812,OPP-026468,PRD15,1,1064000,4.03,1021127
OPL-0026813,OPP-026469,PRD06,4,1352700,8.06,4974811
OPL-0026814,OPP-026469,PRD07,1,1297800,8.06,1193226
OPL-0026815,OPP-026470,PRD13,1,896100,3.88,861349
OPL-0026816,OPP-026471,PRD08,2,775800,4.42,1483027
OPL-0026817,OPP-026472,PRD17,2,1090300,2.13,2134251
OPL-0026818,OPP-026473,PRD03,1,1038000,8.11,953807
OPL-0026819,OPP-026474,PRD10,1,1197800,3.26,1158786
OPL-0026820,OPP-026475,PRD08,1,724700,1.68,712551
OPL-0026821,OPP-026476,PRD01,1,598000,4.6,570482
OPL-0026822,OPP-026477,PRD08,1,753000,4.25,721017
OPL-0026823,OPP-026478,PRD16,1,1672800,1.56,1646709
OPL-0026824,OPP-026479,PRD12,1,827400,4.81,787567
OPL-0026825,OPP-026480,PRD12,1,814100,3.16,788408
OPL-0026826,OPP-026481,PRD08,1,681000,3.33,658311
OPL-0026827,OPP-026482,PRD01,1,645500,3.94,620080
OPL-0026828,OPP-026483,PRD11,1,725800,4.86,690553
OPL-0026829,OPP-026484,PRD16,19,1647600,5.54,29569118
OPL-0026830,OPP-026485,PRD02,6,762400,7.14,4247776
OPL-0026831,OPP-026486,PRD11,1,864000,4.98,820935
OPL-0026832,OPP-026487,PRD08,1,771200,4.51,736436
OPL-0026833,OPP-026488,PRD06,8,1390000,8.19,10209401
OPL-0026834,OPP-026489,PRD01,1,582700,3.7,561147
OPL-0026835,OPP-026490,PRD13,1,1119500,3.02,1085682
OPL-0026836,OPP-026491,PRD11,1,828500,3.62,798511
OPL-0026837,OPP-026492,PRD15,1,1092000,3.93,1049065
OPL-0026838,OPP-026493,PRD13,1,906300,2.19,886464
OPL-0026839,OPP-026494,PRD21,1,1659800,3.89,1595259
OPL-0026840,OPP-026495,PRD08,1,733700,1.51,722633
OPL-0026841,OPP-026496,PRD10,1,1170600,5.17,1110069
OPL-0026842,OPP-026497,PRD16,5,1524200,9.0,6935203
OPL-0026843,OPP-026498,PRD08,1,630400,4.8,600167
OPL-0026844,OPP-026499,PRD10,1,1164500,5.48,1100724
OPL-0026845,OPP-026500,PRD02,1,682000,2.11,667591
OPL-0026846,OPP-026501,PRD11,1,811100,2.8,788405
OPL-0026847,OPP-026502,PRD19,1,1651200,4.2,1581854
OPL-0026848,OPP-026503,PRD13,1,994800,1.99,975046
OPL-0026849,OPP-026504,PRD05,1,829400,3.9,797042
OPL-0026850,OPP-026505,PRD02,1,810300,2.08,793432
OPL-0026851,OPP-026506,PRD01,1,675400,5.3,639581
OPL-0026852,OPP-026507,PRD20,7,2334200,4.72,15568235
OPL-0026853,OPP-026508,PRD21,1,2075900,1.52,2044254
OPL-0026854,OPP-026509,PRD17,1,1169600,3.41,1129682
OPL-0026855,OPP-026510,PRD09,1,743200,3.18,719560
OPL-0026856,OPP-026511,PRD06,7,1415500,4.72,9440516
OPL-0026857,OPP-026512,PRD17,1,1075300,4.73,1024434
OPL-0026858,OPP-026513,PRD11,1,823600,3.86,791795
OPL-0026859,OPP-026514,PRD08,1,683500,3.94,656603
OPL-0026860,OPP-026515,PRD14,1,1078600,3.72,1038486
OPL-0026861,OPP-026516,PRD08,1,797400,5.21,755877
OPL-0026862,OPP-026517,PRD13,1,869500,2.54,847391
OPL-0026863,OPP-026518,PRD01,1,597600,2.34,583641
OPL-0026864,OPP-026519,PRD05,1,841100,4.83,800465
OPL-0026865,OPP-026520,PRD19,1,1679700,3.23,1625448
OPL-0026866,OPP-026521,PRD01,1,680500,2.36,664441
OPL-0026867,OPP-026522,PRD16,1,1626800,2.59,1584732
OPL-0026868,OPP-026523,PRD18,1,2169200,4.32,2075480
OPL-0026869,OPP-026524,PRD01,1,592200,4.33,566533
OPL-0026870,OPP-026525,PRD14,1,1126200,4.55,1074987
OPL-0026871,OPP-026526,PRD18,1,1706700,2.15,1669966
OPL-0026872,OPP-026527,PRD16,1,1710100,5.22,1620907
OPL-0026873,OPP-026528,PRD14,1,1146800,4.46,1095639
OPL-0026874,OPP-026529,PRD12,1,893100,3.36,863049
OPL-0026875,OPP-026530,PRD21,1,1783900,5.45,1686592
OPL-0026876,OPP-026531,PRD13,1,1062700,5.28,1006604
OPL-0026877,OPP-026532,PRD09,1,880500,2.14,861666
OPL-0026878,OPP-026533,PRD12,1,835400,3.61,805273
OPL-0026879,OPP-026534,PRD13,1,907100,3.62,874257
OPL-0026880,OPP-026535,PRD01,1,599800,5.49,566860
OPL-0026881,OPP-026536,PRD01,1,702900,4.82,669027
OPL-0026882,OPP-026537,PRD09,1,736500,1.7,723969
OPL-0026883,OPP-026538,PRD13,1,993100,2.87,964587
OPL-0026884,OPP-026539,PRD08,1,682500,1.7,670910
OPL-0026885,OPP-026540,PRD20,1,2234400,3.47,2156771
OPL-0026886,OPP-026541,PRD09,1,874800,4.21,838013
OPL-0026887,OPP-026542,PRD19,2,1621000,5.04,3078761
OPL-0026888,OPP-026543,PRD03,1,993700,4.01,953839
OPL-0026889,OPP-026544,PRD13,1,909300,3.15,880661
OPL-0026890,OPP-026545,PRD12,1,900700,4.85,857056
OPL-0026891,OPP-026546,PRD09,1,780200,4.79,742829
OPL-0026892,OPP-026547,PRD08,1,749700,1.87,735669
OPL-0026893,OPP-026548,PRD13,1,1075800,3.09,1042590
OPL-0026894,OPP-026549,PRD10,1,1255100,2.29,1226416
OPL-0026895,OPP-026550,PRD04,1,825000,4.16,790677
OPL-0026896,OPP-026551,PRD08,1,797700,3.95,766172
OPL-0026897,OPP-026552,PRD04,1,811700,4.31,776680
OPL-0026898,OPP-026553,PRD02,1,779000,4.89,740902
OPL-0026899,OPP-026554,PRD08,1,760900,1.53,749282
OPL-0026900,OPP-026555,PRD16,6,1441800,7.45,8005997
OPL-0026901,OPP-026556,PRD07,4,1379500,4.11,5291152
OPL-0026902,OPP-026557,PRD05,2,796900,7.25,1478196
OPL-0026903,OPP-026558,PRD12,1,928600,1.69,912865
OPL-0026904,OPP-026559,PRD11,1,710200,3.82,683079
OPL-0026905,OPP-026560,PRD06,1,1293100,1.64,1271875
OPL-0026906,OPP-026561,PRD21,2,1653400,4.82,3147566
OPL-0026907,OPP-026562,PRD19,1,1789100,3.02,1735083
OPL-0026908,OPP-026563,PRD13,1,1062900,3.3,1027793
OPL-0026909,OPP-026564,PRD17,1,1112900,4.6,1061728
OPL-0026910,OPP-026565,PRD09,1,798800,3.72,769065
OPL-0026911,OPP-026566,PRD08,1,762600,4.84,725707
OPL-0026912,OPP-026567,PRD06,1,1296300,2.59,1262700
OPL-0026913,OPP-026568,PRD12,1,952000,2.21,930929
OPL-0026914,OPP-026569,PRD17,1,1246100,2.65,1213044
OPL-0026915,OPP-026570,PRD13,1,1011900,3.83,973172
OPL-0026916,OPP-026571,PRD02,1,676800,4.43,646825
OPL-0026917,OPP-026572,PRD21,1,1632000,1.6,1605846
OPL-0026918,OPP-026573,PRD19,1,1825500,3.44,1762614
OPL-0026919,OPP-026574,PRD01,1,618600,4.97,587886
OPL-0026920,OPP-026575,PRD11,1,766200,1.81,752332
OPL-0026921,OPP-026576,PRD13,1,1111400,3.49,1072616
OPL-0026922,OPP-026577,PRD08,1,776400,3.91,746021
OPL-0026923,OPP-026578,PRD13,1,985500,5.0,936232
OPL-0026924,OPP-026579,PRD02,1,783800,4.5,748555
OPL-0026925,OPP-026580,PRD18,1,2178200,3.77,2096009
OPL-0026926,OPP-026581,PRD21,3,1695500,4.56,4854440
OPL-0026927,OPP-026583,PRD13,1,1043500,4.44,997167
OPL-0026928,OPP-026584,PRD13,1,964800,4.14,924834
OPL-0026929,OPP-026585,PRD05,1,771000,2.04,755269
OPL-0026930,OPP-026586,PRD02,10,656800,6.04,6171091
OPL-0026931,OPP-026587,PRD15,1,946100,1.99,927247
OPL-0026932,OPP-026588,PRD01,1,550500,3.29,532413
OPL-0026933,OPP-026589,PRD14,1,1306300,4.32,1249836
OPL-0026934,OPP-026590,PRD16,1,1549300,5.14,1469670
OPL-0026935,OPP-026591,PRD15,1,1068900,2.1,1046489
OPL-0026936,OPP-026592,PRD01,2,583300,1.63,1147546
OPL-0026937,OPP-026593,PRD19,1,1624500,3.55,1566753
OPL-0026938,OPP-026594,PRD13,1,963800,4.16,923705
OPL-0026939,OPP-026595,PRD02,1,787600,1.94,772314
OPL-0026940,OPP-026596,PRD02,1,674400,2.07,660430
OPL-0026941,OPP-026597,PRD16,1,1378000,4.78,1312081
OPL-0026942,OPP-026599,PRD15,1,1135200,5.39,1074031
OPL-0026943,OPP-026600,PRD19,1,2031400,3.64,1957383
OPL-0026944,OPP-026601,PRD06,13,1343700,6.28,16371233
OPL-0026945,OPP-026602,PRD16,1,1712100,2.5,1669264
OPL-0026946,OPP-026603,PRD19,1,1859100,3.68,1790625
OPL-0026947,OPP-026604,PRD03,1,1021700,2.52,995923
OPL-0026948,OPP-026605,PRD11,1,694100,2.59,676104
OPL-0026949,OPP-026606,PRD02,1,649500,2.06,636130
OPL-0026950,OPP-026607,PRD08,1,636700,4.8,606111
OPL-0026951,OPP-026608,PRD02,15,707500,6.5,9922441
OPL-0026952,OPP-026608,PRD07,2,1302500,6.5,2435615
OPL-0026953,OPP-026609,PRD07,3,1561300,8.27,4296554
OPL-0026954,OPP-026610,PRD09,18,921500,4.85,15783132
OPL-0026955,OPP-026610,PRD07,17,1383800,4.85,22384510
OPL-0026956,OPP-026611,PRD03,1,1132200,4.57,1080440
OPL-0026957,OPP-026612,PRD05,1,932900,4.51,890792
OPL-0026958,OPP-026613,PRD08,1,703400,2.34,686933
OPL-0026959,OPP-026614,PRD02,1,791000,1.53,778904
OPL-0026960,OPP-026615,PRD01,1,685600,4.14,657233
OPL-0026961,OPP-026616,PRD13,1,918800,4.26,879626
OPL-0026962,OPP-026617,PRD19,1,1976500,5.44,1868913
OPL-0026963,OPP-026618,PRD08,1,787600,4.3,753698
OPL-0026964,OPP-026619,PRD13,1,910700,1.67,895482
OPL-0026965,OPP-026620,PRD13,1,998100,2.38,974336
OPL-0026966,OPP-026621,PRD20,1,2536600,4.01,2434841
OPL-0026967,OPP-026622,PRD09,1,910200,3.76,875991
OPL-0026968,OPP-026623,PRD10,1,1178400,3.78,1133810
OPL-0026969,OPP-026624,PRD21,1,1825200,2.58,1778046
OPL-0026970,OPP-026625,PRD21,1,2049200,4.85,1949912
OPL-0026971,OPP-026626,PRD08,1,666300,1.64,655386
OPL-0026972,OPP-026628,PRD17,1,1284200,5.1,1218682
OPL-0026973,OPP-026629,PRD15,1,1089500,1.93,1068494
OPL-0026974,OPP-026630,PRD19,2,1874900,2.0,3674641
OPL-0026975,OPP-026631,PRD01,1,681500,2.87,661961
OPL-0026976,OPP-026632,PRD12,1,894900,2.63,871348
OPL-0026977,OPP-026633,PRD15,1,1061300,2.73,1032297
OPL-0026978,OPP-026634,PRD16,1,1654300,1.85,1623700
OPL-0026979,OPP-026635,PRD04,1,782100,4.26,748798
OPL-0026980,OPP-026636,PRD13,1,1103800,1.74,1084605
OPL-0026981,OPP-026637,PRD05,1,860100,1.96,843210
OPL-0026982,OPP-026638,PRD10,1,1385000,6.77,1291245
OPL-0026983,OPP-026639,PRD16,1,1524200,7.41,1411330
OPL-0026984,OPP-026640,PRD13,2,895600,6.46,1675453
OPL-0026985,OPP-026640,PRD16,1,1319200,6.46,1233954
OPL-0026986,OPP-026641,PRD19,1,1886100,2.94,1830633
OPL-0026987,OPP-026642,PRD02,1,713500,2.08,698661
OPL-0026988,OPP-026643,PRD17,1,1158600,3.9,1113399
OPL-0026989,OPP-026644,PRD10,1,1306800,2.82,1269972
OPL-0026990,OPP-026646,PRD10,1,1265100,1.88,1241360
OPL-0026991,OPP-026647,PRD01,1,624600,3.7,601472
OPL-0026992,OPP-026648,PRD01,1,626700,5.5,592244
OPL-0026993,OPP-026649,PRD21,3,1993400,6.04,5619115
OPL-0026994,OPP-026650,PRD01,1,603800,3.32,583750
OPL-0026995,OPP-026651,PRD08,1,721000,4.27,690205
OPL-0026996,OPP-026652,PRD06,1,1499100,3.66,1444213
OPL-0026997,OPP-026653,PRD01,1,664200,4.58,633803
OPL-0026998,OPP-026654,PRD01,1,603600,5.31,571572
OPL-0026999,OPP-026655,PRD13,1,880200,2.6,857312
OPL-0027000,OPP-026656,PRD13,1,1093900,5.27,1036250
OPL-0027001,OPP-026657,PRD08,1,626600,4.32,599509
OPL-0027002,OPP-026658,PRD02,1,772400,4.24,739670
OPL-0027003,OPP-026659,PRD16,1,1670700,4.07,1602662
OPL-0027004,OPP-026660,PRD08,1,623900,4.39,596495
OPL-0027005,OPP-026661,PRD18,1,1851800,4.79,1763016
OPL-0027006,OPP-026662,PRD14,1,1241600,4.41,1186893
OPL-0027007,OPP-026663,PRD18,1,1852000,5.31,1753571
OPL-0027008,OPP-026664,PRD16,1,1446700,4.24,1385304
OPL-0027009,OPP-026665,PRD19,1,2013400,7.72,1857973
OPL-0027010,OPP-026666,PRD07,9,1361000,7.04,11386118
OPL-0027011,OPP-026667,PRD11,1,686900,2.93,666770
OPL-0027012,OPP-026668,PRD01,1,611000,3.98,586655
OPL-0027013,OPP-026669,PRD05,1,787800,2.43,768643
OPL-0027014,OPP-026670,PRD08,1,729400,4.57,696041
OPL-0027015,OPP-026671,PRD19,1,1855800,1.98,1819095
OPL-0027016,OPP-026672,PRD10,1,1146600,4.5,1094989
OPL-0027017,OPP-026673,PRD21,1,1615700,3.55,1558337
OPL-0027018,OPP-026674,PRD08,1,764900,4.54,730186
OPL-0027019,OPP-026675,PRD16,1,1541400,3.32,1490298
OPL-0027020,OPP-026676,PRD16,1,1450700,1.73,1425632
OPL-0027021,OPP-026677,PRD14,1,1126400,5.21,1067755
OPL-0027022,OPP-026678,PRD08,1,731400,3.25,707651
OPL-0027023,OPP-026679,PRD02,1,674400,5.02,640522
OPL-0027024,OPP-026680,PRD03,1,1053500,4.26,1008571
OPL-0027025,OPP-026681,PRD02,1,767700,1.97,752583
OPL-0027026,OPP-026682,PRD07,3,1386800,4.83,3959422
OPL-0027027,OPP-026683,PRD02,1,713300,5.37,675018
OPL-0027028,OPP-026684,PRD11,1,879600,1.83,863461
OPL-0027029,OPP-026685,PRD14,1,1259800,4.32,1205368
OPL-0027030,OPP-026686,PRD21,1,1685400,3.64,1623987
OPL-0027031,OPP-026687,PRD01,1,688300,5.37,651360
OPL-0027032,OPP-026688,PRD11,1,711100,5.41,672598
OPL-0027033,OPP-026689,PRD08,1,679800,1.87,667061
OPL-0027034,OPP-026690,PRD01,1,623000,3.23,602880
OPL-0027035,OPP-026691,PRD03,1,887800,2.94,861708
OPL-0027036,OPP-026692,PRD08,1,648000,4.97,615776
OPL-0027037,OPP-026693,PRD01,1,579500,4.56,553046
OPL-0027038,OPP-026694,PRD12,1,913400,2.33,892129
OPL-0027039,OPP-026695,PRD10,1,1110500,3.15,1075525
OPL-0027040,OPP-026696,PRD10,1,1325900,4.92,1260634
OPL-0027041,OPP-026697,PRD10,1,1254100,3.04,1215990
OPL-0027042,OPP-026698,PRD08,1,689700,4.47,658850
OPL-0027043,OPP-026699,PRD01,1,606300,4.16,581076
OPL-0027044,OPP-026700,PRD13,1,947700,3.33,916122
OPL-0027045,OPP-026701,PRD16,1,1336000,4.81,1271696
OPL-0027046,OPP-026701,PRD19,1,1978800,4.81,1883556
OPL-0027047,OPP-026702,PRD19,1,1721200,5.16,1632405
OPL-0027048,OPP-026703,PRD01,1,629800,4.58,600932
OPL-0027049,OPP-026704,PRD09,1,927300,1.5,913347
OPL-0027050,OPP-026705,PRD10,1,1206400,3.58,1163258
OPL-0027051,OPP-026706,PRD11,1,712200,3.25,689051
OPL-0027052,OPP-026707,PRD09,1,883400,4.38,844666
OPL-0027053,OPP-026708,PRD17,1,1189300,1.65,1169678
OPL-0027054,OPP-026709,PRD14,1,1068100,2.66,1039680
OPL-0027055,OPP-026710,PRD08,1,755100,4.36,722187
OPL-0027056,OPP-026711,PRD17,1,1271200,3.12,1231580
OPL-0027057,OPP-026712,PRD05,1,841100,4.19,805821
OPL-0027058,OPP-026713,PRD14,1,1279900,3.17,1239363
OPL-0027059,OPP-026714,PRD08,1,640200,4.68,610255
OPL-0027060,OPP-026715,PRD16,1,1491600,1.56,1468328
OPL-0027061,OPP-026716,PRD13,2,1029700,4.78,1960978
OPL-0027062,OPP-026717,PRD08,1,732700,2.35,715487
OPL-0027063,OPP-026718,PRD15,1,1006000,4.29,962857
OPL-0027064,OPP-026719,PRD09,18,750700,5.81,12727775
OPL-0027065,OPP-026719,PRD07,14,1315000,5.81,17340730
OPL-0027066,OPP-026720,PRD01,1,695400,5.1,659921
OPL-0027067,OPP-026721,PRD18,1,2010800,4.17,1926954
OPL-0027068,OPP-026722,PRD19,1,1755400,2.51,1711334
OPL-0027069,OPP-026723,PRD05,1,790100,5.33,748021
OPL-0027070,OPP-026724,PRD13,1,1068000,1.64,1050468
OPL-0027071,OPP-026725,PRD02,1,751200,3.68,723555
OPL-0027072,OPP-026726,PRD16,1,1596300,2.55,1555589
OPL-0027073,OPP-026727,PRD15,1,1130500,5.04,1073574
OPL-0027074,OPP-026728,PRD15,1,966900,2.82,939666
OPL-0027075,OPP-026729,PRD03,1,1024800,3.27,991261
OPL-0027076,OPP-026730,PRD14,1,1223100,2.44,1193295
OPL-0027077,OPP-026731,PRD16,1,1686400,2.8,1639141
OPL-0027078,OPP-026732,PRD10,1,1344400,4.92,1278240
OPL-0027079,OPP-026733,PRD01,1,627500,4.42,599767
OPL-0027080,OPP-026734,PRD21,1,1873500,2.11,1833916
OPL-0027081,OPP-026735,PRD08,1,646100,4.27,618534
OPL-0027082,OPP-026736,PRD01,1,599300,4.56,571962
OPL-0027083,OPP-026737,PRD16,9,1640200,4.18,14145091
OPL-0027084,OPP-026737,PRD03,9,992400,4.18,8558461
OPL-0027085,OPP-026738,PRD01,1,566300,3.5,546477
OPL-0027086,OPP-026739,PRD17,1,1166000,2.1,1141457
OPL-0027087,OPP-026740,PRD08,1,743300,2.1,727672
OPL-0027088,OPP-026741,PRD08,1,735100,4.95,698728
OPL-0027089,OPP-026742,PRD04,1,827500,1.75,813004
OPL-0027090,OPP-026743,PRD16,3,1574600,8.69,4313132
OPL-0027091,OPP-026744,PRD21,3,1640600,5.19,4666358
OPL-0027092,OPP-026745,PRD15,1,972700,5.18,922302
OPL-0027093,OPP-026746,PRD19,1,1576100,5.12,1495480
OPL-0027094,OPP-026747,PRD08,1,700000,1.91,686615
OPL-0027095,OPP-026748,PRD17,1,1144700,2.96,1110820
OPL-0027096,OPP-026749,PRD13,1,1114100,4.46,1064451
OPL-0027097,OPP-026750,PRD03,1,961800,5.41,909791
OPL-0027098,OPP-026751,PRD08,1,756400,4.69,720936
OPL-0027099,OPP-026752,PRD12,2,937100,5.26,1775560
OPL-0027100,OPP-026753,PRD14,1,1180400,1.95,1157329
OPL-0027101,OPP-026754,PRD16,1,1604300,5.19,1521084
OPL-0027102,OPP-026755,PRD02,6,820200,6.62,4595285
OPL-0027103,OPP-026755,PRD05,8,916100,6.62,6843438
OPL-0027104,OPP-026755,PRD09,1,907600,6.62,847493
OPL-0027105,OPP-026756,PRD17,1,1380400,2.73,1342651
OPL-0027106,OPP-026757,PRD20,2,2531000,1.78,4972026
OPL-0027107,OPP-026758,PRD01,1,634000,2.92,615512
OPL-0027108,OPP-026759,PRD13,1,979700,5.41,926708
OPL-0027109,OPP-026760,PRD20,1,2710300,4.81,2579832
OPL-0027110,OPP-026761,PRD14,1,1164200,2.77,1132007
OPL-0027111,OPP-026762,PRD06,1,1290500,4.02,1238660
OPL-0027112,OPP-026763,PRD03,1,1020500,3.11,988733
OPL-0027113,OPP-026764,PRD13,1,1116900,3.14,1081807
OPL-0027114,OPP-026765,PRD10,8,1256500,5.3,9519521
OPL-0027115,OPP-026766,PRD13,1,1030300,3.64,992788
OPL-0027116,OPP-026767,PRD21,2,1709800,3.87,3287182
OPL-0027117,OPP-026768,PRD15,1,1102200,2.72,1072261
OPL-0027118,OPP-026769,PRD07,1,1482400,6.5,1386007
OPL-0027119,OPP-026770,PRD12,1,989400,4.26,947207
OPL-0027120,OPP-026771,PRD15,1,1064300,4.04,1021303
OPL-0027121,OPP-026772,PRD13,1,1073900,5.39,1015968
OPL-0027122,OPP-026773,PRD13,1,990600,4.59,945177
OPL-0027123,OPP-026774,PRD15,1,1035800,1.76,1017588
OPL-0027124,OPP-026775,PRD13,2,955600,8.97,1739822
OPL-0027125,OPP-026775,PRD19,1,1944900,8.97,1770501
OPL-0027126,OPP-026775,PRD16,2,1712700,8.97,3118244
OPL-0027127,OPP-026776,PRD10,1,1254900,2.92,1218267
OPL-0027128,OPP-026777,PRD05,8,953000,8.36,6986948
OPL-0027129,OPP-026778,PRD15,1,989900,5.31,937358
OPL-0027130,OPP-026779,PRD09,1,761600,2.25,744432
OPL-0027131,OPP-026780,PRD19,1,1977500,4.85,1881597
OPL-0027132,OPP-026781,PRD21,1,1872500,4.5,1788252
OPL-0027133,OPP-026782,PRD01,1,681800,2.84,662406
OPL-0027134,OPP-026783,PRD02,1,698900,3.07,677452
OPL-0027135,OPP-026784,PRD11,1,848600,3.08,822442
OPL-0027136,OPP-026785,PRD19,1,1727500,4.04,1657705
OPL-0027137,OPP-026786,PRD13,1,1121200,4.72,1068227
OPL-0027138,OPP-026787,PRD21,1,1896300,4.36,1813573
OPL-0027139,OPP-026788,PRD10,1,1158400,3.55,1117231
OPL-0027140,OPP-026789,PRD14,1,1266700,4.72,1206973
OPL-0027141,OPP-026790,PRD11,1,707300,2.24,691449
OPL-0027142,OPP-026791,PRD18,1,2031000,3.75,1954858
OPL-0027143,OPP-026792,PRD01,1,643400,3.52,620762
OPL-0027144,OPP-026793,PRD08,1,637900,5.41,603406
OPL-0027145,OPP-026794,PRD21,1,2035400,5.15,1930645
OPL-0027146,OPP-026795,PRD11,1,835800,4.06,801900
OPL-0027147,OPP-026796,PRD21,1,1937400,4.74,1845617
OPL-0027148,OPP-026797,PRD12,1,829200,2.61,807517
OPL-0027149,OPP-026798,PRD13,1,943700,3.38,911779
OPL-0027150,OPP-026799,PRD16,1,1417500,2.95,1375651
OPL-0027151,OPP-026800,PRD13,1,1030400,1.83,1011577
OPL-0027152,OPP-026801,PRD09,1,887000,5.44,838746
OPL-0027153,OPP-026802,PRD17,1,1163300,4.49,1111117
OPL-0027154,OPP-026803,PRD10,1,1269000,3.3,1227151
OPL-0027155,OPP-026804,PRD02,1,723300,3.45,698319
OPL-0027156,OPP-026805,PRD17,1,1168100,3.03,1132760
OPL-0027157,OPP-026806,PRD21,1,1680800,4.25,1609448
OPL-0027158,OPP-026807,PRD11,1,819900,4.96,779264
OPL-0027159,OPP-026808,PRD05,1,970000,1.97,950865
OPL-0027160,OPP-026809,PRD04,1,676300,3.33,653795
OPL-0027161,OPP-026810,PRD11,1,732200,3.98,703068
OPL-0027162,OPP-026811,PRD09,1,737700,3.22,713946
OPL-0027163,OPP-026812,PRD05,1,902900,2.24,882692
OPL-0027164,OPP-026813,PRD20,1,2189900,2.15,2142898
OPL-0027165,OPP-026814,PRD15,1,1152600,2.03,1129151
OPL-0027166,OPP-026815,PRD09,1,919900,1.71,904134
OPL-0027167,OPP-026816,PRD09,1,919700,2.04,900936
OPL-0027168,OPP-026817,PRD01,1,647600,5.15,614242
OPL-0027169,OPP-026818,PRD15,2,1162000,4.01,2230820
OPL-0027170,OPP-026819,PRD04,8,710600,6.84,5295868
OPL-0027171,OPP-026819,PRD06,4,1566600,6.84,5837677
OPL-0027172,OPP-026820,PRD08,1,761200,2.33,743433
OPL-0027173,OPP-026821,PRD02,1,815100,4.17,781080
OPL-0027174,OPP-026822,PRD03,1,946900,5.45,895338
OPL-0027175,OPP-026823,PRD03,1,916500,3.07,888348
OPL-0027176,OPP-026824,PRD07,8,1306400,6.6,9761278
OPL-0027177,OPP-026825,PRD06,11,1225000,4.08,12925801
OPL-0027178,OPP-026826,PRD19,1,1640500,2.3,1602808
OPL-0027179,OPP-026827,PRD14,1,1181400,3.84,1135992
OPL-0027180,OPP-026828,PRD08,1,673800,4.07,646398
OPL-0027181,OPP-026829,PRD08,1,704200,3.3,680942
OPL-0027182,OPP-026830,PRD14,1,1074400,2.06,1052301
OPL-0027183,OPP-026831,PRD18,1,1984000,1.53,1953689
OPL-0027184,OPP-026832,PRD05,1,886700,4.52,846649
OPL-0027185,OPP-026833,PRD01,1,651100,2.89,632282
OPL-0027186,OPP-026834,PRD19,1,1904300,1.66,1872741
OPL-0027187,OPP-026835,PRD13,1,943400,4.16,904152
OPL-0027188,OPP-026836,PRD04,1,680100,3.96,653148
OPL-0027189,OPP-026837,PRD14,1,1154700,2.27,1128476
OPL-0027190,OPP-026838,PRD05,1,838700,5.45,793007
OPL-0027191,OPP-026839,PRD09,1,879900,2.86,854708
OPL-0027192,OPP-026840,PRD02,1,822800,3.48,794157
OPL-0027193,OPP-026841,PRD02,1,685700,3.56,661295
OPL-0027194,OPP-026842,PRD16,1,1663100,5.38,1573566
OPL-0027195,OPP-026843,PRD02,1,751000,2.09,735319
OPL-0027196,OPP-026844,PRD02,1,753900,1.55,742204
OPL-0027197,OPP-026845,PRD08,1,646800,3.34,625171
OPL-0027198,OPP-026846,PRD15,1,921200,3.23,891483
OPL-0027199,OPP-026847,PRD09,1,885600,4.73,843709
OPL-0027200,OPP-026848,PRD14,1,1068800,4.04,1025659
OPL-0027201,OPP-026849,PRD09,1,811700,1.92,796092
OPL-0027202,OPP-026850,PRD08,1,727100,3.06,704871
OPL-0027203,OPP-026851,PRD17,1,1353300,1.5,1332976
OPL-0027204,OPP-026852,PRD20,1,2644300,1.61,2601612
OPL-0027205,OPP-026853,PRD11,1,842900,4.41,805752
OPL-0027206,OPP-026854,PRD08,1,760900,3.74,732438
OPL-0027207,OPP-026855,PRD21,1,1821700,2.08,1783736
OPL-0027208,OPP-026856,PRD14,1,1172700,3.78,1128403
OPL-0027209,OPP-026857,PRD04,1,647300,4.08,620874
OPL-0027210,OPP-026858,PRD09,1,887000,3.95,851968
OPL-0027211,OPP-026859,PRD05,1,838200,4.95,796733
OPL-0027212,OPP-026860,PRD03,1,1037100,1.8,1018398
OPL-0027213,OPP-026861,PRD09,1,926200,5.48,875421
OPL-0027214,OPP-026862,PRD20,1,2405000,3.41,2322980
