SnapshotDate,OutletID,Channel,StageNo,Stage,OpenDeals,OpenUnits,OpenValueINR,StaleDeals,OverdueDeals
2025-06-16,OUT01,Retail,1,1-Enquiry,39,41,37518074,27,28
2025-06-16,OUT01,Retail,2,2-Test Drive / Demo,40,38,37259739,26,27
2025-06-16,OUT01,Retail,3,3-Quotation,39,39,35137026,23,25
2025-06-16,OUT01,Retail,4,4-Negotiation,25,24,21793306,14,14
2025-06-16,OUT01,Retail,5,5-Booking / PO,35,37,37832465,0,16
2025-06-16,OUT02,Retail,1,1-Enquiry,35,35,36321851,24,24
2025-06-16,OUT02,Retail,2,2-Test Drive / Demo,35,35,33546218,23,24
2025-06-16,OUT02,Retail,3,3-Quotation,36,38,34235870,22,22
2025-06-16,OUT02,Retail,4,4-Negotiation,31,31,27874327,19,19
2025-06-16,OUT02,Retail,5,5-Booking / PO,42,41,40204812,0,25
2025-06-16,OUT03,Retail,1,1-Enquiry,39,40,36403379,23,24
2025-06-16,OUT03,Retail,2,2-Test Drive / Demo,32,32,30236522,20,20
2025-06-16,OUT03,Retail,3,3-Quotation,25,25,22774023,14,15
2025-06-16,OUT03,Retail,4,4-Negotiation,34,36,34664224,23,25
2025-06-16,OUT03,Retail,5,5-Booking / PO,36,36,38054339,0,20
2025-06-16,OUT04,Retail,1,1-Enquiry,42,46,42413109,29,30
2025-06-16,OUT04,Retail,2,2-Test Drive / Demo,35,36,34127571,26,27
2025-06-16,OUT04,Retail,3,3-Quotation,33,34,28876061,22,22
2025-06-16,OUT04,Retail,4,4-Negotiation,32,33,31025280,19,20
2025-06-16,OUT04,Retail,5,5-Booking / PO,38,40,40287987,0,20
2025-06-16,OUT05,Retail,1,1-Enquiry,30,31,31149559,21,21
2025-06-16,OUT05,Retail,2,2-Test Drive / Demo,22,23,21763428,12,12
2025-06-16,OUT05,Retail,3,3-Quotation,29,29,28268715,20,20
2025-06-16,OUT05,Retail,4,4-Negotiation,33,35,34117054,19,22
2025-06-16,OUT05,Retail,5,5-Booking / PO,16,17,17818555,0,9
2025-06-16,OUT06,Retail,1,1-Enquiry,29,30,29276749,19,19
2025-06-16,OUT06,Retail,2,2-Test Drive / Demo,18,18,16437628,10,10
2025-06-16,OUT06,Retail,3,3-Quotation,22,23,20107554,14,14
2025-06-16,OUT06,Retail,4,4-Negotiation,15,15,15802155,7,7
2025-06-16,OUT06,Retail,5,5-Booking / PO,18,19,18187450,0,11
2025-06-16,OUT07,Retail,1,1-Enquiry,32,32,31787341,21,21
2025-06-16,OUT07,Retail,2,2-Test Drive / Demo,27,27,24160628,19,19
2025-06-16,OUT07,Retail,3,3-Quotation,23,23,23691641,13,13
2025-06-16,OUT07,Retail,4,4-Negotiation,17,19,20114146,12,12
2025-06-16,OUT07,Retail,5,5-Booking / PO,21,21,20948776,0,11
2025-06-16,OUT08,Corporate & Fleet,1,1-Enquiry,54,376,412596744,13,13
2025-06-16,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,56,347,418337179,12,8
2025-06-16,OUT08,Corporate & Fleet,3,3-Quotation,38,275,279523380,7,6
2025-06-16,OUT08,Corporate & Fleet,4,4-Negotiation,39,218,245966696,5,7
2025-06-16,OUT08,Corporate & Fleet,5,5-Booking / PO,36,233,258947715,0,21
2025-06-17,OUT01,Retail,1,1-Enquiry,37,39,36662372,27,28
2025-06-17,OUT01,Retail,2,2-Test Drive / Demo,42,40,39305645,26,27
2025-06-17,OUT01,Retail,3,3-Quotation,39,39,35159896,23,25
2025-06-17,OUT01,Retail,4,4-Negotiation,24,23,20912945,14,14
2025-06-17,OUT01,Retail,5,5-Booking / PO,36,38,37955174,0,17
2025-06-17,OUT02,Retail,1,1-Enquiry,30,30,30250549,24,24
2025-06-17,OUT02,Retail,2,2-Test Drive / Demo,36,36,35527670,23,24
2025-06-17,OUT02,Retail,3,3-Quotation,37,38,34283015,22,22
2025-06-17,OUT02,Retail,4,4-Negotiation,31,32,29946405,19,19
2025-06-17,OUT02,Retail,5,5-Booking / PO,41,40,39388442,0,24
2025-06-17,OUT03,Retail,1,1-Enquiry,42,42,38294283,23,24
2025-06-17,OUT03,Retail,2,2-Test Drive / Demo,31,31,29038184,20,20
2025-06-17,OUT03,Retail,3,3-Quotation,27,27,24935576,14,15
2025-06-17,OUT03,Retail,4,4-Negotiation,34,36,35096134,23,24
2025-06-17,OUT03,Retail,5,5-Booking / PO,37,37,38781752,0,20
2025-06-17,OUT04,Retail,1,1-Enquiry,44,47,43629906,29,30
2025-06-17,OUT04,Retail,2,2-Test Drive / Demo,38,40,38285528,26,27
2025-06-17,OUT04,Retail,3,3-Quotation,34,35,31227979,22,22
2025-06-17,OUT04,Retail,4,4-Negotiation,32,33,31025280,19,20
2025-06-17,OUT04,Retail,5,5-Booking / PO,35,37,36392971,0,19
2025-06-17,OUT05,Retail,1,1-Enquiry,28,29,28617359,21,21
2025-06-17,OUT05,Retail,2,2-Test Drive / Demo,22,23,21411337,12,12
2025-06-17,OUT05,Retail,3,3-Quotation,31,31,29446574,20,20
2025-06-17,OUT05,Retail,4,4-Negotiation,29,31,30254435,19,22
2025-06-17,OUT05,Retail,5,5-Booking / PO,18,19,19490751,0,10
2025-06-17,OUT06,Retail,1,1-Enquiry,31,32,32965638,19,19
2025-06-17,OUT06,Retail,2,2-Test Drive / Demo,16,16,13960994,10,11
2025-06-17,OUT06,Retail,3,3-Quotation,24,25,22696548,14,14
2025-06-17,OUT06,Retail,4,4-Negotiation,15,15,15372985,7,7
2025-06-17,OUT06,Retail,5,5-Booking / PO,18,19,18634412,0,12
2025-06-17,OUT07,Retail,1,1-Enquiry,35,35,33827511,21,21
2025-06-17,OUT07,Retail,2,2-Test Drive / Demo,25,25,23650497,19,19
2025-06-17,OUT07,Retail,3,3-Quotation,23,23,23384534,13,13
2025-06-17,OUT07,Retail,4,4-Negotiation,21,23,23420556,12,12
2025-06-17,OUT07,Retail,5,5-Booking / PO,21,21,20948776,0,13
2025-06-17,OUT08,Corporate & Fleet,1,1-Enquiry,53,381,415170989,13,13
2025-06-17,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,56,344,415164414,12,8
2025-06-17,OUT08,Corporate & Fleet,3,3-Quotation,36,239,243558481,7,6
2025-06-17,OUT08,Corporate & Fleet,4,4-Negotiation,39,244,268907455,5,7
2025-06-17,OUT08,Corporate & Fleet,5,5-Booking / PO,38,240,266973295,0,21
2025-06-18,OUT01,Retail,1,1-Enquiry,38,40,37615915,27,28
2025-06-18,OUT01,Retail,2,2-Test Drive / Demo,37,35,35768250,26,27
2025-06-18,OUT01,Retail,3,3-Quotation,36,36,32059415,23,25
2025-06-18,OUT01,Retail,4,4-Negotiation,29,28,25581276,14,14
2025-06-18,OUT01,Retail,5,5-Booking / PO,35,37,37692989,0,18
2025-06-18,OUT02,Retail,1,1-Enquiry,35,35,36919969,24,24
2025-06-18,OUT02,Retail,2,2-Test Drive / Demo,33,33,32878851,23,24
2025-06-18,OUT02,Retail,3,3-Quotation,38,39,35195581,22,22
2025-06-18,OUT02,Retail,4,4-Negotiation,31,32,29655521,19,19
2025-06-18,OUT02,Retail,5,5-Booking / PO,41,40,39673515,0,25
2025-06-18,OUT03,Retail,1,1-Enquiry,44,44,40372047,24,24
2025-06-18,OUT03,Retail,2,2-Test Drive / Demo,29,29,27156858,20,20
2025-06-18,OUT03,Retail,3,3-Quotation,29,29,26696769,14,15
2025-06-18,OUT03,Retail,4,4-Negotiation,33,35,33885277,23,23
2025-06-18,OUT03,Retail,5,5-Booking / PO,39,39,41039725,0,20
2025-06-18,OUT04,Retail,1,1-Enquiry,45,48,43998296,30,30
2025-06-18,OUT04,Retail,2,2-Test Drive / Demo,40,41,38925342,26,27
2025-06-18,OUT04,Retail,3,3-Quotation,33,36,34187243,22,22
2025-06-18,OUT04,Retail,4,4-Negotiation,34,34,30580857,19,20
2025-06-18,OUT04,Retail,5,5-Booking / PO,32,34,35288794,0,18
2025-06-18,OUT05,Retail,1,1-Enquiry,32,33,32486260,21,21
2025-06-18,OUT05,Retail,2,2-Test Drive / Demo,19,20,16953255,12,12
2025-06-18,OUT05,Retail,3,3-Quotation,29,29,26611224,20,20
2025-06-18,OUT05,Retail,4,4-Negotiation,28,29,30169625,19,21
2025-06-18,OUT05,Retail,5,5-Booking / PO,18,20,19308602,0,10
2025-06-18,OUT06,Retail,1,1-Enquiry,30,31,30037262,19,19
2025-06-18,OUT06,Retail,2,2-Test Drive / Demo,19,19,18740527,10,11
2025-06-18,OUT06,Retail,3,3-Quotation,22,23,20101360,14,14
2025-06-18,OUT06,Retail,4,4-Negotiation,17,17,18112096,7,7
2025-06-18,OUT06,Retail,5,5-Booking / PO,19,20,19245479,0,13
2025-06-18,OUT07,Retail,1,1-Enquiry,34,34,32004312,21,21
2025-06-18,OUT07,Retail,2,2-Test Drive / Demo,23,23,21813587,19,19
2025-06-18,OUT07,Retail,3,3-Quotation,24,24,24338048,13,13
2025-06-18,OUT07,Retail,4,4-Negotiation,22,24,24665895,12,12
2025-06-18,OUT07,Retail,5,5-Booking / PO,19,19,18328999,0,12
2025-06-18,OUT08,Corporate & Fleet,1,1-Enquiry,55,390,424965492,13,13
2025-06-18,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,55,330,393095706,12,8
2025-06-18,OUT08,Corporate & Fleet,3,3-Quotation,34,203,228106056,7,6
2025-06-18,OUT08,Corporate & Fleet,4,4-Negotiation,41,288,301649821,5,7
2025-06-18,OUT08,Corporate & Fleet,5,5-Booking / PO,36,226,255432292,0,21
2025-06-19,OUT01,Retail,1,1-Enquiry,39,40,35668612,27,28
2025-06-19,OUT01,Retail,2,2-Test Drive / Demo,38,36,37408897,26,27
2025-06-19,OUT01,Retail,3,3-Quotation,34,34,30217834,23,25
2025-06-19,OUT01,Retail,4,4-Negotiation,31,30,28183632,14,14
2025-06-19,OUT01,Retail,5,5-Booking / PO,33,35,35949680,0,16
2025-06-19,OUT02,Retail,1,1-Enquiry,37,37,38786419,24,24
2025-06-19,OUT02,Retail,2,2-Test Drive / Demo,30,30,29062806,23,24
2025-06-19,OUT02,Retail,3,3-Quotation,38,39,36274218,22,22
2025-06-19,OUT02,Retail,4,4-Negotiation,30,30,28315648,19,19
2025-06-19,OUT02,Retail,5,5-Booking / PO,39,39,39228264,0,21
2025-06-19,OUT03,Retail,1,1-Enquiry,44,44,38997123,24,24
2025-06-19,OUT03,Retail,2,2-Test Drive / Demo,32,32,30034337,20,20
2025-06-19,OUT03,Retail,3,3-Quotation,28,28,25236220,14,15
2025-06-19,OUT03,Retail,4,4-Negotiation,35,37,37057353,23,23
2025-06-19,OUT03,Retail,5,5-Booking / PO,40,40,41661927,0,21
2025-06-19,OUT04,Retail,1,1-Enquiry,40,43,38164619,30,30
2025-06-19,OUT04,Retail,2,2-Test Drive / Demo,44,45,43402651,26,27
2025-06-19,OUT04,Retail,3,3-Quotation,36,39,37640843,22,22
2025-06-19,OUT04,Retail,4,4-Negotiation,32,32,28557255,19,20
2025-06-19,OUT04,Retail,5,5-Booking / PO,28,30,31512155,0,15
2025-06-19,OUT05,Retail,1,1-Enquiry,31,32,31678347,21,21
2025-06-19,OUT05,Retail,2,2-Test Drive / Demo,19,20,17351609,12,12
2025-06-19,OUT05,Retail,3,3-Quotation,29,29,27277869,20,20
2025-06-19,OUT05,Retail,4,4-Negotiation,26,27,27524654,19,20
2025-06-19,OUT05,Retail,5,5-Booking / PO,19,21,21082266,0,10
2025-06-19,OUT06,Retail,1,1-Enquiry,31,32,29897534,19,19
2025-06-19,OUT06,Retail,2,2-Test Drive / Demo,21,21,20847080,11,11
2025-06-19,OUT06,Retail,3,3-Quotation,22,23,20754350,14,14
2025-06-19,OUT06,Retail,4,4-Negotiation,15,15,15762301,7,7
2025-06-19,OUT06,Retail,5,5-Booking / PO,20,20,18944520,0,13
2025-06-19,OUT07,Retail,1,1-Enquiry,32,33,33485748,21,21
2025-06-19,OUT07,Retail,2,2-Test Drive / Demo,27,27,25246013,19,19
2025-06-19,OUT07,Retail,3,3-Quotation,22,22,21802627,13,13
2025-06-19,OUT07,Retail,4,4-Negotiation,23,25,26780355,12,12
2025-06-19,OUT07,Retail,5,5-Booking / PO,19,19,18117462,0,11
2025-06-19,OUT08,Corporate & Fleet,1,1-Enquiry,57,384,418877798,13,13
2025-06-19,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,51,292,372585208,12,8
2025-06-19,OUT08,Corporate & Fleet,3,3-Quotation,38,237,250572668,7,6
2025-06-19,OUT08,Corporate & Fleet,4,4-Negotiation,40,283,301116474,5,7
2025-06-19,OUT08,Corporate & Fleet,5,5-Booking / PO,36,234,257451425,0,20
2025-06-20,OUT01,Retail,1,1-Enquiry,42,43,39995861,27,28
2025-06-20,OUT01,Retail,2,2-Test Drive / Demo,36,34,34727507,26,27
2025-06-20,OUT01,Retail,3,3-Quotation,36,36,32725032,24,25
2025-06-20,OUT01,Retail,4,4-Negotiation,30,29,26987049,14,14
2025-06-20,OUT01,Retail,5,5-Booking / PO,33,35,36331948,0,15
2025-06-20,OUT02,Retail,1,1-Enquiry,35,35,36021504,24,24
2025-06-20,OUT02,Retail,2,2-Test Drive / Demo,31,31,30497264,23,24
2025-06-20,OUT02,Retail,3,3-Quotation,38,38,36696526,22,22
2025-06-20,OUT02,Retail,4,4-Negotiation,29,30,28731843,19,19
2025-06-20,OUT02,Retail,5,5-Booking / PO,41,41,41071796,0,22
2025-06-20,OUT03,Retail,1,1-Enquiry,39,40,36225108,24,24
2025-06-20,OUT03,Retail,2,2-Test Drive / Demo,38,38,35518051,20,20
2025-06-20,OUT03,Retail,3,3-Quotation,27,27,25310794,14,15
2025-06-20,OUT03,Retail,4,4-Negotiation,35,37,36138496,23,23
2025-06-20,OUT03,Retail,5,5-Booking / PO,42,42,42708481,0,21
2025-06-20,OUT04,Retail,1,1-Enquiry,39,42,37635066,30,30
2025-06-20,OUT04,Retail,2,2-Test Drive / Demo,40,41,39587980,26,27
2025-06-20,OUT04,Retail,3,3-Quotation,35,37,36543920,22,22
2025-06-20,OUT04,Retail,4,4-Negotiation,32,33,29634022,19,20
2025-06-20,OUT04,Retail,5,5-Booking / PO,30,32,32633964,0,15
2025-06-20,OUT05,Retail,1,1-Enquiry,32,33,30034361,21,21
2025-06-20,OUT05,Retail,2,2-Test Drive / Demo,19,20,19263738,12,12
2025-06-20,OUT05,Retail,3,3-Quotation,28,28,25033524,20,20
2025-06-20,OUT05,Retail,4,4-Negotiation,26,27,28335141,19,20
2025-06-20,OUT05,Retail,5,5-Booking / PO,21,22,22877788,0,9
2025-06-20,OUT06,Retail,1,1-Enquiry,33,34,31079753,19,19
2025-06-20,OUT06,Retail,2,2-Test Drive / Demo,22,22,21985082,11,11
2025-06-20,OUT06,Retail,3,3-Quotation,20,21,17900990,14,14
2025-06-20,OUT06,Retail,4,4-Negotiation,18,18,19374310,7,7
2025-06-20,OUT06,Retail,5,5-Booking / PO,19,19,17913194,0,13
2025-06-20,OUT07,Retail,1,1-Enquiry,33,34,33912986,21,21
2025-06-20,OUT07,Retail,2,2-Test Drive / Demo,25,25,23158977,19,19
2025-06-20,OUT07,Retail,3,3-Quotation,24,24,24986661,13,13
2025-06-20,OUT07,Retail,4,4-Negotiation,24,25,26518352,12,12
2025-06-20,OUT07,Retail,5,5-Booking / PO,19,20,18824665,0,10
2025-06-20,OUT08,Corporate & Fleet,1,1-Enquiry,57,371,400606847,13,13
2025-06-20,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,50,308,391475529,12,8
2025-06-20,OUT08,Corporate & Fleet,3,3-Quotation,39,238,255462808,7,6
2025-06-20,OUT08,Corporate & Fleet,4,4-Negotiation,38,275,293228480,5,9
2025-06-20,OUT08,Corporate & Fleet,5,5-Booking / PO,35,239,262789833,0,20
2025-06-21,OUT01,Retail,1,1-Enquiry,41,42,38264455,28,28
2025-06-21,OUT01,Retail,2,2-Test Drive / Demo,37,35,35590025,26,27
2025-06-21,OUT01,Retail,3,3-Quotation,34,34,30798970,24,25
2025-06-21,OUT01,Retail,4,4-Negotiation,29,28,26170562,14,14
2025-06-21,OUT01,Retail,5,5-Booking / PO,31,33,34256611,0,16
2025-06-21,OUT02,Retail,1,1-Enquiry,39,39,40990779,24,24
2025-06-21,OUT02,Retail,2,2-Test Drive / Demo,30,30,28251673,23,24
2025-06-21,OUT02,Retail,3,3-Quotation,37,37,38050957,22,22
2025-06-21,OUT02,Retail,4,4-Negotiation,31,32,30017270,19,19
2025-06-21,OUT02,Retail,5,5-Booking / PO,39,39,38862958,0,22
2025-06-21,OUT03,Retail,1,1-Enquiry,39,38,36871716,24,24
2025-06-21,OUT03,Retail,2,2-Test Drive / Demo,40,41,37522181,20,20
2025-06-21,OUT03,Retail,3,3-Quotation,29,29,27036006,14,15
2025-06-21,OUT03,Retail,4,4-Negotiation,34,36,35315845,23,23
2025-06-21,OUT03,Retail,5,5-Booking / PO,42,42,42649586,0,20
2025-06-21,OUT04,Retail,1,1-Enquiry,41,44,39590177,30,30
2025-06-21,OUT04,Retail,2,2-Test Drive / Demo,39,40,38297197,26,27
2025-06-21,OUT04,Retail,3,3-Quotation,34,36,35747327,22,22
2025-06-21,OUT04,Retail,4,4-Negotiation,33,34,31252344,19,20
2025-06-21,OUT04,Retail,5,5-Booking / PO,31,33,33197957,0,16
2025-06-21,OUT05,Retail,1,1-Enquiry,30,32,28670009,21,21
2025-06-21,OUT05,Retail,2,2-Test Drive / Demo,18,19,17776565,12,12
2025-06-21,OUT05,Retail,3,3-Quotation,27,27,23268565,20,20
2025-06-21,OUT05,Retail,4,4-Negotiation,28,29,30030130,19,20
2025-06-21,OUT05,Retail,5,5-Booking / PO,21,22,22592839,0,8
2025-06-21,OUT06,Retail,1,1-Enquiry,30,31,28844735,19,19
2025-06-21,OUT06,Retail,2,2-Test Drive / Demo,24,24,23271864,11,11
2025-06-21,OUT06,Retail,3,3-Quotation,19,20,16258603,14,14
2025-06-21,OUT06,Retail,4,4-Negotiation,20,20,21892201,7,8
2025-06-21,OUT06,Retail,5,5-Booking / PO,20,20,18740359,0,13
2025-06-21,OUT07,Retail,1,1-Enquiry,33,34,32256509,21,21
2025-06-21,OUT07,Retail,2,2-Test Drive / Demo,26,26,24728443,19,19
2025-06-21,OUT07,Retail,3,3-Quotation,19,19,21017850,13,13
2025-06-21,OUT07,Retail,4,4-Negotiation,25,26,28195596,12,12
2025-06-21,OUT07,Retail,5,5-Booking / PO,19,20,18899112,0,9
2025-06-21,OUT08,Corporate & Fleet,1,1-Enquiry,53,342,366805491,13,13
2025-06-21,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,54,333,420656322,12,8
2025-06-21,OUT08,Corporate & Fleet,3,3-Quotation,39,240,258691123,7,6
2025-06-21,OUT08,Corporate & Fleet,4,4-Negotiation,39,276,294103665,5,9
2025-06-21,OUT08,Corporate & Fleet,5,5-Booking / PO,32,212,234859623,0,20
2025-06-22,OUT01,Retail,1,1-Enquiry,43,44,40109040,28,29
2025-06-22,OUT01,Retail,2,2-Test Drive / Demo,35,33,33102601,26,27
2025-06-22,OUT01,Retail,3,3-Quotation,34,34,32099661,24,26
2025-06-22,OUT01,Retail,4,4-Negotiation,29,28,24958857,14,14
2025-06-22,OUT01,Retail,5,5-Booking / PO,33,35,36746384,0,16
2025-06-22,OUT02,Retail,1,1-Enquiry,39,39,39203689,24,24
2025-06-22,OUT02,Retail,2,2-Test Drive / Demo,33,33,31561251,23,24
2025-06-22,OUT02,Retail,3,3-Quotation,35,35,35982674,22,22
2025-06-22,OUT02,Retail,4,4-Negotiation,31,32,30492772,19,19
2025-06-22,OUT02,Retail,5,5-Booking / PO,39,39,38320678,0,23
2025-06-22,OUT03,Retail,1,1-Enquiry,41,41,41365918,24,24
2025-06-22,OUT03,Retail,2,2-Test Drive / Demo,41,41,37894309,20,20
2025-06-22,OUT03,Retail,3,3-Quotation,30,30,28574119,14,15
2025-06-22,OUT03,Retail,4,4-Negotiation,32,34,32509759,23,23
2025-06-22,OUT03,Retail,5,5-Booking / PO,40,39,37978990,0,16
2025-06-22,OUT04,Retail,1,1-Enquiry,41,44,40053952,30,30
2025-06-22,OUT04,Retail,2,2-Test Drive / Demo,35,36,33824238,26,27
2025-06-22,OUT04,Retail,3,3-Quotation,35,37,37272534,22,22
2025-06-22,OUT04,Retail,4,4-Negotiation,35,36,33797930,19,20
2025-06-22,OUT04,Retail,5,5-Booking / PO,29,30,29528169,0,15
2025-06-22,OUT05,Retail,1,1-Enquiry,29,31,29339981,21,21
2025-06-22,OUT05,Retail,2,2-Test Drive / Demo,18,19,17681280,12,12
2025-06-22,OUT05,Retail,3,3-Quotation,26,26,21937747,20,20
2025-06-22,OUT05,Retail,4,4-Negotiation,26,27,27636263,19,20
2025-06-22,OUT05,Retail,5,5-Booking / PO,21,22,23810627,0,6
2025-06-22,OUT06,Retail,1,1-Enquiry,29,30,26355218,19,19
2025-06-22,OUT06,Retail,2,2-Test Drive / Demo,24,24,22544563,11,11
2025-06-22,OUT06,Retail,3,3-Quotation,20,21,17881996,14,14
2025-06-22,OUT06,Retail,4,4-Negotiation,17,17,18313598,7,8
2025-06-22,OUT06,Retail,5,5-Booking / PO,21,21,20338077,0,12
2025-06-22,OUT07,Retail,1,1-Enquiry,34,34,29868428,21,21
2025-06-22,OUT07,Retail,2,2-Test Drive / Demo,27,28,27658192,19,19
2025-06-22,OUT07,Retail,3,3-Quotation,18,18,20051063,13,13
2025-06-22,OUT07,Retail,4,4-Negotiation,22,23,24485330,12,12
2025-06-22,OUT07,Retail,5,5-Booking / PO,20,21,19435753,0,10
2025-06-22,OUT08,Corporate & Fleet,1,1-Enquiry,50,300,328756813,13,13
2025-06-22,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,54,343,425989786,12,8
2025-06-22,OUT08,Corporate & Fleet,3,3-Quotation,40,222,233756901,7,6
2025-06-22,OUT08,Corporate & Fleet,4,4-Negotiation,40,307,331221462,5,9
2025-06-22,OUT08,Corporate & Fleet,5,5-Booking / PO,30,192,216905690,0,20
2025-06-23,OUT01,Retail,1,1-Enquiry,44,45,41930095,28,29
2025-06-23,OUT01,Retail,2,2-Test Drive / Demo,37,35,34594113,26,27
2025-06-23,OUT01,Retail,3,3-Quotation,33,33,29791472,24,26
2025-06-23,OUT01,Retail,4,4-Negotiation,28,27,24611735,14,15
2025-06-23,OUT01,Retail,5,5-Booking / PO,35,37,39134033,0,17
2025-06-23,OUT02,Retail,1,1-Enquiry,42,42,40151778,24,24
2025-06-23,OUT02,Retail,2,2-Test Drive / Demo,32,32,30761115,23,24
2025-06-23,OUT02,Retail,3,3-Quotation,37,37,36336677,22,23
2025-06-23,OUT02,Retail,4,4-Negotiation,31,32,32802851,19,19
2025-06-23,OUT02,Retail,5,5-Booking / PO,35,35,34043910,0,22
2025-06-23,OUT03,Retail,1,1-Enquiry,36,38,36360259,24,24
2025-06-23,OUT03,Retail,2,2-Test Drive / Demo,41,40,40077429,20,20
2025-06-23,OUT03,Retail,3,3-Quotation,29,29,26061708,14,15
2025-06-23,OUT03,Retail,4,4-Negotiation,36,38,37284422,23,23
2025-06-23,OUT03,Retail,5,5-Booking / PO,39,38,36798498,0,18
2025-06-23,OUT04,Retail,1,1-Enquiry,42,45,41717295,30,30
2025-06-23,OUT04,Retail,2,2-Test Drive / Demo,35,36,33712515,26,27
2025-06-23,OUT04,Retail,3,3-Quotation,35,37,37566493,22,22
2025-06-23,OUT04,Retail,4,4-Negotiation,31,31,30435391,19,20
2025-06-23,OUT04,Retail,5,5-Booking / PO,28,29,28762252,0,13
2025-06-23,OUT05,Retail,1,1-Enquiry,29,31,29535815,21,21
2025-06-23,OUT05,Retail,2,2-Test Drive / Demo,18,19,16414338,12,12
2025-06-23,OUT05,Retail,3,3-Quotation,27,27,23966770,20,20
2025-06-23,OUT05,Retail,4,4-Negotiation,26,27,27636263,19,20
2025-06-23,OUT05,Retail,5,5-Booking / PO,19,20,21730264,0,4
2025-06-23,OUT06,Retail,1,1-Enquiry,31,32,27659727,19,19
2025-06-23,OUT06,Retail,2,2-Test Drive / Demo,23,23,21523248,12,11
2025-06-23,OUT06,Retail,3,3-Quotation,20,21,17379658,14,14
2025-06-23,OUT06,Retail,4,4-Negotiation,14,14,15633181,7,8
2025-06-23,OUT06,Retail,5,5-Booking / PO,22,22,21568733,0,11
2025-06-23,OUT07,Retail,1,1-Enquiry,33,33,28816452,21,21
2025-06-23,OUT07,Retail,2,2-Test Drive / Demo,31,32,30559571,19,19
2025-06-23,OUT07,Retail,3,3-Quotation,17,17,19557658,13,13
2025-06-23,OUT07,Retail,4,4-Negotiation,21,22,22114534,12,12
2025-06-23,OUT07,Retail,5,5-Booking / PO,22,23,22446850,0,10
2025-06-23,OUT08,Corporate & Fleet,1,1-Enquiry,48,279,299221252,13,13
2025-06-23,OUT08,Corporate & Fleet,2,2-Test Drive / Demo,57,376,466260776,12,8
2025-06-23,OUT08,Corporate & Fleet,3,3-Quotation,39,213,217545337,7,6
2025-06-23,OUT08,Corporate & Fleet,4,4-Negotiation,41,306,333706788,5,9
2025-06-23,OUT08,Corporate & Fleet,5,5-Booking / PO,30,192,216905690,0,21
2025-06-24,OUT01,Retail,1,1-Enquiry,50,52,50104010,28,29
2025-06-24,OUT01,Retail,2,2-Test Drive / Demo,36,34,33244545,27,27
2025-06-24,OUT01,Retail,3,3-Quotation,33,33,29969055,24,25
2025-06-24,OUT01,Retail,4,4-Negotiation,24,23,19995777,14,15
2025-06-24,OUT01,Retail,5,5-Booking / PO,35,37,38531880,0,17
2025-06-24,OUT02,Retail,1,1-Enquiry,39,39,37534447,24,24
2025-06-24,OUT02,Retail,2,2-Test Drive / Demo,36,36,33802089,23,24
2025-06-24,OUT02,Retail,3,3-Quotation,33,33,30337986,22,23
2025-06-24,OUT02,Retail,4,4-Negotiation,32,33,34154774,19,19
2025-06-24,OUT02,Retail,5,5-Booking / PO,36,36,36096454,0,21
2025-06-24,OUT03,Retail,1,1-Enquiry,31,32,29801988,24,24
2025-06-24,OUT03,Retail,2,2-Test Drive / Demo,42,42,42053319,20,20
2025-06-24,OUT03,Retail,3,3-Quotation,31,31,27297607,14,15
2025-06-24,OUT03,Retail,4,4-Negotiation,33,34,32864116,23,23
2025-06-24,OUT03,Retail,5,5-Booking / PO,40,39,36582465,0,20
2025-06-24,OUT04,Retail,1,1-Enquiry,41,44,41954293,30,30
2025-06-24,OUT04,Retail,2,2-Test Drive / Demo,35,36,32438856,26,27
2025-06-24,OUT04,Retail,3,3-Quotation,36,37,37257987,22,22
2025-06-24,OUT04,Retail,4,4-Negotiation,29,29,27991900,19,20
2025-06-24,OUT04,Retail,5,5-Booking / PO,30,31,31205743,0,14
2025-06-24,OUT05,Retail,1,1-Enquiry,27,29,27281565,21,21
2025-06-24,OUT05,Retail,2,2-Test Drive / Demo,19,20,18606482,12,12
2025-06-24,OUT05,Retail,3,3-Quotation,27,27,22862625,20,20
2025-06-24,OUT05,Retail,4,4-Negotiation,24,25,25247226,19,20
2025-06-24,OUT05,Retail,5,5-Booking / PO,19,19,19657938,0,6
2025-06-24,OUT06,Retail,1,1-Enquiry,27,28,24996141,19,19
2025-06-24,OUT06,Retail,2,2-Test Drive / Demo,25,25,22321183,12,11
2025-06-24,OUT06,Retail,3,3-Quotation,22,23,19279473,14,14
2025-06-24,OUT06,Retail,4,4-Negotiation,14,14,15633181,7,8
2025-06-24,OUT06,Retail,5,5-Booking / PO,21,21,21005391,0,10
2025-06-24,OUT07,Retail,1,1-Enquiry,34,34,30158033,21,21
2025-06-24,OUT07,Retail,2,2-Test Drive / Demo,29,29,25238174,19,19
2025-06-24,OUT07,Retail,3,3-Quotation,21,22,26145729,13,13
